t_s,h_mm,q_in_mlps,q_ext_mlps,q_bp_mlps,q_out_mlps,q_cup_mlps,v_in_ml,v_out_ml,v_bed_ml,v_cup_ml,sat,phi_eff,u_pore_mps,k_vals_m2,bypass_ratio,C_out_gl,T_bed_C,T_dripper_C,T_cup_C
170.3501945525292,0.09697286085762558,0.0,0.013145223704902584,0.0,0.013145223704902584,0.013150094456665248,301.151139521955,268.1171979227792,268.1113133064154,268.1031203816991,1.0,0.38,3.5128155804197396,5.718137267349729e-11,0.0,3.621072006894153,91.23416429186688,23.0,91.28779941945076
170.47248471372984,0.09697286085762558,0.0,0.013144931659763947,0.0,0.013144931659763947,0.01314981445125565,301.151139521955,268.1188110724509,268.1129264560871,268.10472847462813,1.0,0.38,3.512737536809664,5.718134125133724e-11,0.0,3.6244144056839023,91.23107694594285,23.0,91.28470969033178
170.59477487493052,0.09697286085762558,0.0,0.013144638962468383,0.0,0.013144638962468383,0.013149533749699877,301.151139521955,268.12042418622946,268.11453956986566,268.1063365332301,1.0,0.38,3.512659318922826,5.718130982995862e-11,0.0,3.6277559767102634,91.22798973970981,23.0,91.28162010088063
170.71706503613117,0.09697286085762558,0.0,0.013144345615425384,0.0,0.013144345615425384,0.013149252354539814,301.151139521955,268.1220372640349,268.1161526476711,268.1079445574202,1.0,0.38,3.5125809274031194,5.718127840936289e-11,0.0,3.6310967196050337,91.22490267316158,23.0,91.27853065108992
170.83935519733186,0.09697286085762558,0.0,0.013144051621036018,0.0,0.013144051621036018,0.013148970268309766,301.151139521955,268.12365030578763,268.11776568942383,268.10955254711394,1.0,0.38,3.5125023628921834,5.7181246989551383e-11,0.0,3.63443663400173,91.22181574629184,23.0,91.27544134095228
170.9616453585325,0.09697286085762558,0.0,0.013143756981692985,0.0,0.013143756981692985,0.013148687493536402,301.151139521955,268.1252633114084,268.1193786950446,268.1111605022271,1.0,0.38,3.512423626029422,5.718121557052552e-11,0.0,3.6377757195355844,91.21872895909422,23.0,91.27235217046048
171.0839355197332,0.09697286085762558,0.0,0.013143461699780704,0.0,0.013143461699780704,0.013148404032738713,301.151139521955,268.1268762808183,268.1209916644545,268.1127684226758,1.0,0.38,3.5123447174520286,5.718118415228673e-11,0.0,3.6411139758435427,91.21564231156236,23.0,91.26926313960735
171.20622568093384,0.09697286085762558,0.0,0.013143165777675238,0.0,0.013143165777675238,0.013148119888427968,301.151139521955,268.12848921393856,268.12260459757476,268.11437630837645,1.0,0.38,3.51226563779496,5.718115273483636e-11,0.0,3.6444514025642554,91.21255580369001,23.0,91.26617424838584
171.32851584213452,0.09697286085762558,0.0,0.01314286921774442,0.0,0.01314286921774442,0.013147835063107679,301.151139521955,268.1301021106909,268.1242174943271,268.1159841592458,1.0,0.38,3.512186387690976,5.718112131817578e-11,0.0,3.6477879993380755,91.20946943547085,23.0,91.26308549678895
171.45080600333517,0.09697286085762558,0.0,0.013142572022347827,0.0,0.013142572022347827,0.013147549559273566,301.151139521955,268.13171497099717,268.12583035463337,268.11759197520075,1.0,0.38,3.5121069677706296,5.718108990230642e-11,0.0,3.6511237658070455,91.20638320689852,23.0,91.25999688480971
171.57309616453585,0.09697286085762558,0.0,0.013142274193836812,0.0,0.013142274193836812,0.01314726337941353,301.151139521955,268.13332779477946,268.12744317841566,268.11919975615876,1.0,0.38,3.512027378662276,5.718105848722961e-11,0.0,3.654458701614904,91.20329711796677,23.0,91.25690841244128
171.6953863257365,0.09697286085762558,0.0,0.013141975734554544,0.0,0.013141975734554544,0.013146976526007622,301.151139521955,268.13494058196034,268.12905596559654,268.12080750203745,1.0,0.38,3.5119476209920824,5.718102707294671e-11,0.0,3.6577928064070773,91.20021116866917,23.0,91.25382007967686
171.8176764869372,0.09697286085762558,0.0,0.013141676646836055,0.0,0.013141676646836055,0.013146689001528029,301.151139521955,268.1365533324626,268.1306687160988,268.12241521275473,1.0,0.38,3.5118676953840438,5.718099565945911e-11,0.0,3.6611260798306673,91.19712535899953,23.0,91.25073188650968
